92257, 1.80467e-12
-4600.57, -0.14453
-1019.37, -0.0640482
-444.711, -0.0419126
-248.575, -0.0312365
-158.628, -0.024917
-109.986, -0.0207317
-80.7304, -0.0177534
-61.7716, -0.0155247
-48.7868, -0.013794
-39.5056, -0.0124109
-32.642, -0.0112802
-27.4238, -0.0103384
-23.364, -0.00954191
-20.1434, -0.00885943
-17.5457, -0.00826811
-15.4199, -0.00775083
-13.6584, -0.00729448
-12.1824, -0.00688891
-10.9333, -0.00652607
-9.867, -0.00619956
-8.94939, -0.00590416
-8.15409, -0.00563565
-7.46029, -0.0053905
-6.85142, -0.0051658
-6.31416, -0.00495908
-5.8377, -0.00476827
-5.41321, -0.00459161
-5.0334, -0.00442757
-4.6922, -0.00427484
-4.38456, -0.00413231
-4.10621, -0.00399897
-3.85355, -0.00387397
-3.62351, -0.00375655
-3.41348, -0.00364604
-3.22119, -0.00354185
-3.0447, -0.00344344
-2.88233, -0.00335036
-2.73261, -0.00326218
-2.59426, -0.00317852
-2.46616, -0.00309904
-2.34732, -0.00302344
-2.23686, -0.00295144
-2.13403, -0.0028828
-2.03812, -0.00281727
-1.94854, -0.00275466
-1.86474, -0.00269476
-1.78622, -0.00263742
-1.71257, -0.00258247
-1.64338, -0.00252976
-1.5783, -0.00247916
-1.51701, -0.00243054
-1.45922, -0.0023838
-1.40467, -0.00233882
-1.35313, -0.0022955
-1.30437, -0.00225376
-1.2582, -0.00221351
-1.21443, -0.00217468
-1.17292, -0.00213718
-1.13349, -0.00210095
-1.09602, -0.00206593
-1.06038, -0.00203206
-1.02645, -0.00199929
-0.994121, -0.00196755
-0.963296, -0.0019368
-0.933883, -0.00190701
-0.905797, -0.00187811
-0.878959, -0.00185008
-0.853297, -0.00182287
-0.828742, -0.00179645
-0.805232, -0.00177078
-0.782709, -0.00174584
-0.761117, -0.00172159
-0.740407, -0.00169801
-0.720531, -0.00167506
-0.701444, -0.00165273
-0.683106, -0.00163098
-0.665478, -0.0016098
-0.648523, -0.00158916
-0.632209, -0.00156904
-0.616502, -0.00154943
-0.601373, -0.0015303
-0.586795, -0.00151163
-0.57274, -0.00149342
-0.559184, -0.00147564
-0.546104, -0.00145828
-0.533477, -0.00144132
-0.521284, -0.00142475
-0.509503, -0.00140856
-0.498118, -0.00139274
-0.48711, -0.00137726
-0.476463, -0.00136213
-0.466161, -0.00134732
-0.45619, -0.00133283
-0.446535, -0.00131865
-0.437184, -0.00130477
-0.428123, -0.00129118
-0.419341, -0.00127787
-0.410826, -0.00126483
-0.402569, -0.00125205
-0.394557, -0.00123953
-0.386783, -0.00122726
-0.379236, -0.00121522
-0.371908, -0.00120343
-0.36479, -0.00119185
-0.357874, -0.0011805
-0.351154, -0.00116937
-0.344621, -0.00115844
-0.338268, -0.00114771
-0.33209, -0.00113718
-0.326079, -0.00112684
-0.32023, -0.00111669
-0.314537, -0.00110672
-0.308995, -0.00109693
-0.303598, -0.0010873
-0.29834, -0.00107785
-0.293219, -0.00106856
-0.288228, -0.00105942
-0.283363, -0.00105044
-0.278621, -0.00104162
-0.273996, -0.00103294
-0.269486, -0.0010244
-0.265086, -0.001016
-0.260793, -0.00100774
-0.256604, -0.000999615
-0.252515, -0.000991618
-0.248522, -0.000983748
-0.244624, -0.000976001
-0.240816, -0.000968376
-0.237097, -0.000960869
-0.233464, -0.000953478
-0.229913, -0.000946199
-0.226442, -0.000939031
-0.22305, -0.00093197
-0.219733, -0.000925015
-0.21649, -0.000918163
-0.213318, -0.000911411
-0.210215, -0.000904759
-0.207179, -0.000898202
-0.204209, -0.00089174
-0.201302, -0.00088537
-0.198457, -0.000879091
-0.195672, -0.0008729
-0.192944, -0.000866796
-0.190274, -0.000860776
-0.187658, -0.00085484
-0.185097, -0.000848984
-0.182587, -0.000843209
-0.180128, -0.000837511
-0.177718, -0.00083189
-0.175356, -0.000826344
-0.173041, -0.000820872
-0.170772, -0.000815471
-0.168547, -0.000810141
-0.166365, -0.00080488
-0.164225, -0.000799687
-0.162126, -0.000794561
-0.160068, -0.0007895
-0.158048, -0.000784503
-0.156066, -0.000779569
-0.154121, -0.000774696
-0.152213, -0.000769884
-0.150339, -0.000765132
-0.1485, -0.000760438
-0.146695, -0.000755801
-0.144922, -0.00075122
-0.143181, -0.000746695
-0.141471, -0.000742223
-0.139792, -0.000737805
-0.138143, -0.000733439
-0.136522, -0.000729125
-0.13493, -0.000724861
-0.133366, -0.000720646
-0.131828, -0.000716481
-0.130317, -0.000712363
-0.128832, -0.000708292
-0.127372, -0.000704268
-0.125937, -0.000700289
-0.124526, -0.000696354
-0.123139, -0.000692464
-0.121774, -0.000688617
-0.120432, -0.000684812
-0.119112, -0.000681049
-0.117814, -0.000677328
-0.116537, -0.000673646
-0.115281, -0.000670005
-0.114044, -0.000666403
-0.112828, -0.000662839
-0.111631, -0.000659313
-0.110452, -0.000655825
-0.109293, -0.000652373
-0.108151, -0.000648957
-0.107028, -0.000645577
-0.105921, -0.000642232
-0.104832, -0.000638921
-0.10376, -0.000635645
-0.102704, -0.000632402
-0.101664, -0.000629191
-0.100639, -0.000626013
-0.0996303, -0.000622868
-0.0986365, -0.000619753
-0.0976574, -0.00061667
-0.0966929, -0.000613617
-0.0957425, -0.000610594
-0.0948062, -0.000607601
-0.0938835, -0.000604637
-0.0929742, -0.000601701
-0.092078, -0.000598795
-0.0911947, -0.000595916
-0.0903241, -0.000593064
-0.0894659, -0.00059024
-0.0886199, -0.000587443
-0.0877858, -0.000584672
-0.0869634, -0.000581927
-0.0861525, -0.000579207
-0.085353, -0.000576513
-0.0845645, -0.000573844
-0.0837868, -0.000571199
-0.0830199, -0.000568579
-0.0822634, -0.000565983
-0.0815172, -0.00056341
-0.0807812, -0.000560861
-0.080055, -0.000558334
-0.0793386, -0.00055583
-0.0786318, -0.000553349
-0.0779344, -0.000550889
-0.0772462, -0.000548452
-0.0765671, -0.000546035
-0.0758969, -0.000543641
-0.0752355, -0.000541266
-0.0745826, -0.000538913
-0.0739383, -0.00053658
-0.0733022, -0.000534267
-0.0726743, -0.000531974
-0.0720545, -0.0005297
-0.0714426, -0.000527446
-0.0708384, -0.000525211
-0.0702418, -0.000522995
-0.0696528, -0.000520798
-0.0690711, -0.000518618
-0.0684967, -0.000516457
